qid	docid	GPT-4o	Mistral-Small-Instruct-2409-Q6	Qwen2.5-14B-Instruct-Q8	Meta-Llama-3.1-8B-Instruct-Q8	Gemma-2-9B-it-Q8	Human	LLM_Majority	type
85	5xEwSew2BDPmEuzspuTtJc_120	3	3	3	3	3	0	3	topical
66	7B5Fttq9XuPtnDzWHfUQm2_540	1	2	1	0	2	0	1	topical
99	66VnlsZvKwtZDJisFs2ICD_2400	0	0	0	0	0	0	0	known-item
96	1ycxIleboRQkKypmr1TwA4_540	0	0	0	0	0	0	0	topical
78	3kQVgCuViGFCijgtX66kUU_4680	1	1	1	2	1	0	1	topical
65	0N75v3F5m3JOuKxolCs70X_1380	0	0	1	3	1	0	0	topical
81	3BtWjtKjIJAGdxjpLKU7ID_2760	0	1	1	3	1	0	1	topical
67	45L2CwBHrgUrgddQqPDCvt_120	3	2	2	2	2	2	2	topical
71	6QngKyASfiitpSY8QtLDuL_1140	1	3	1	0	1	1	1	topical
75	0qRHfHEfDL2InwY2NVHR9Y_0	0	0	0	0	0	2	0	topical
99	3DRGM8GG5baGN6brc3vCZ0_660	0	0	0	0	0	0	0	known-item
93	3vz4VNzJddGDvR5KxTiQry_0	1	1	1	0	2	0	1	topical
88	0eRthQek2QiD6LFW4XS8md_120	3	3	3	3	3	1	3	topical
75	6JEZ9BdHtSdXTJEbGAEVyQ_1920	1	1	2	3	2	0	1	topical
108	6iLuBQ3ZrrDaibhpsXziJC_1320	1	0	2	0	1	0	0	known-item
98	0lEvbQpMBZlm025UIPwUkd_3960	1	1	1	2	2	0	1	topical
101	277wgVC52Q5KgK0aQtpw03_720	0	0	0	0	0	0	0	known-item
68	3gzdwNRKNJL9rQmudXrNGw_1020	2	2	2	2	2	0	2	topical
83	0C894uLd7Y26wDPZRqDyGg_840	0	0	0	0	0	0	0	topical
68	6c5VDl9sdgDF3jN7g0p4NO_2100	2	2	2	3	2	0	2	topical
75	2pcxroDKeM7LUldkfRfeck_1620	0	0	0	0	1	0	0	topical
60	5ugJnQ6HNNbOahDNvCpuFD_1500	1	3	2	3	2	0	3	topical
60	2FkaMxYjOuOXTVxpaZmT0L_1620	2	0	1	2	1	0	2	topical
88	6PfIpz2VXhRGWUVwhlOLD2_120	3	3	3	3	3	1	3	topical
105	5gThMM3HENKNVJ6JK7bWnj_120	3	3	3	3	2	0	3	known-item
91	2nPM98JN18tqOHS22hSAUG_720	0	1	0	1	1	0	1	topical
61	6HJ90Eq7O1SLllcwD3754E_1980	0	0	0	0	0	0	0	topical
91	4wx03R9L6rIunZJMKT1TZ7_540	0	0	0	3	1	0	0	topical
60	0pf3kAiFAsd5zQKlOK82gB_360	1	0	0	0	1	0	0	topical
84	3Ulq2WojuMk2SiY78ckUWW_540	0	0	1	0	0	0	0	topical
64	0vWHHoje7KE9xfHQeVCF4a_840	2	2	2	3	2	1	2	topical
60	2FkaMxYjOuOXTVxpaZmT0L_480	2	2	2	3	2	1	2	topical
76	4brom6CL3S9yfp92k6h2OF_420	0	0	0	0	0	0	0	topical
89	4Yq7KuhyAjH0Bb9yvhAAfH_1800	0	1	0	0	1	0	0	topical
73	2oEEbf3Vtnf5KCtVkUJjwJ_1260	2	1	2	3	1	0	2	topical
102	6y4QlbGbKs3g8uPZJ7PCQM_60	0	0	0	0	0	0	0	known-item
67	2HSz7NaaTyt7AGkumtNDcD_540	2	1	2	2	2	0	2	topical
80	5TK42xCEakkjK0r8LDmJpb_3840	0	0	0	0	0	0	0	topical
68	3R7jhdeBV1yF8LvOWP0En1_3480	0	0	0	0	0	0	0	topical
86	2wDfhV8NYeVNdQlMhWLCq8_1440	0	0	1	0	0	0	0	topical
95	1x822MzgVaJpAiabWbKYfF_4680	0	0	0	0	0	0	0	topical
108	00KnlboKlvSHw776i8CgM6_0	0	0	1	3	2	0	0	known-item
99	4M6EsXSVnYuztwHmuRkKg0_360	0	0	1	0	0	0	0	known-item
79	6VieJQSKJFU1j21ixg1hJf_360	3	3	3	3	3	1	3	topical
72	6zEvIWTZKJDWSioiSH5WX8_900	2	1	2	2	2	0	2	topical
90	4zZF7gN3HWCqiEJUr9Xv1U_1980	0	0	0	0	2	0	0	topical
94	77NoTC9ego0gHMwNbUQaJf_2580	3	3	2	3	3	1	3	topical
67	3w3CpEXmmUebXF9ghxKmxf_2760	0	0	0	0	0	0	0	topical
75	4287TFNK8FgwzxDFmJGkIS_0	1	0	2	3	3	0	3	topical
75	15SfUdYaLFqfbDJrPCgcbF_1140	0	0	1	0	1	0	0	topical
63	4T3XwsEQ8MhkWSnG7oJ0VU_2160	0	0	0	0	0	0	0	topical
75	3YMcpNIyKE4ziWG2Pvg0FI_600	2	3	2	0	2	1	2	topical
60	7lK8ZfbMRrx1cjNezMnwvD_2400	1	0	0	2	1	1	0	topical
66	1NNvagmpIrkoY5522m2sac_300	1	0	2	0	1	0	0	topical
60	0yXmaYyvPVHNwzXKzU30bF_60	0	1	0	1	1	0	1	topical
60	5L1jfiePYW2fY8wXTxuTrL_720	1	0	0	1	1	0	1	topical
99	1qCFllUfwyBejymqaZ0ddY_360	0	0	0	0	0	0	0	known-item
80	3u485Xi2ZO9hakXAlpsPgI_660	1	1	1	2	1	0	1	topical
72	4FSqgXodYbMK0SK7TaX0kZ_0	1	1	1	0	1	0	1	topical
66	0fn1NGhatIboaoxZDTUCzh_420	3	1	2	0	2	1	2	topical
99	1g6X4U1fiJdE7NyiPdWL7N_1020	0	0	0	0	0	0	0	known-item
66	1cIGV3Z5q7jpGMySv1fb7B_480	2	2	2	0	2	0	2	topical
106	5rTOXaLQmQsBAfh35ieHml_1800	0	0	0	0	0	0	0	known-item
68	1JxpKyOQmupzcWFFXGwq6A_1620	0	0	0	0	0	0	0	topical
72	7yADD6m34mzYFw5jmU9vMX_2220	3	2	2	2	2	0	2	topical
94	0TC7EmVoxb29xSEmFPaZmf_3540	3	3	2	2	2	0	2	topical
74	0zrqd2MKW9RzTLLNLwADH8_240	3	3	3	3	2	0	3	topical
102	4hys4OAkYSouIqeEl6vBGk_900	3	3	2	3	3	2	3	known-item
101	0NSLMKoy7j5z5r1ZeWMNv9_300	0	0	0	0	0	0	0	known-item
78	1fSmz2zOtWfB725xEBVTLt_2340	0	0	0	0	0	0	0	topical
99	6y0Fd8gk7kG5Mq9a2M0dsj_1260	0	0	0	0	0	0	0	known-item
82	32kMmUakOOkEeMdOzYiGn7_2340	3	3	3	3	3	0	3	topical
107	7evcweaa0ef5RWWwNPHocv_180	2	2	2	2	1	0	2	known-item
67	03WMBvNMUNvWvucu02oumy_360	0	1	0	0	0	0	0	topical
96	1km0rM4qJozjCll8nD2JWu_180	1	0	1	2	1	0	1	topical
83	06mThG8gMTxJSmoxJA4N7N_120	0	0	0	0	0	0	0	topical
73	1pVnsN0dSKwYa7vFOWDqPl_300	2	3	2	3	2	0	2	topical
99	6EeTvEmG1jjvcFsvYMi2k4_0	0	0	0	0	0	0	0	known-item
87	0GZgQOQRj8ecKxR2qaXpk8_2400	1	1	2	3	1	0	1	topical
92	1mH2X6OeJAm68km47STiB1_0	0	0	0	0	0	0	0	topical
89	4AaRwrWf2sWD3FG3MXCxwl_360	0	1	0	0	1	0	0	topical
68	4ERPWMF8vTM4mUgkSR2tsj_3900	0	0	2	2	2	0	2	topical
83	6cnsOm3rEHMeG4yfB1CjJD_0	1	0	1	0	0	0	0	topical
81	6kDGUDZbCwlkovOxf8Irv7_60	0	0	1	0	0	0	0	topical
88	77nnyAFp6dx3WNtxyLiBJ6_1500	0	0	0	0	0	0	0	topical
94	2uy7z2w4KwnWThRtPBV3V5_0	3	3	3	3	3	3	3	topical
60	3ZKdE3Rd12kV40wpyYcunz_420	1	1	1	1	1	0	1	topical
72	2O1rgszgXjnsu3dRlBWOdx_1020	1	1	1	2	1	0	1	topical
94	0CyJLr4k8tfNqHDAYYXlv3_300	0	0	0	0	0	0	0	topical
89	0XrZLJl7eGVirsO36nKaiP_1860	0	0	1	0	1	0	0	topical
81	6N4MywLbE1uYKCHdr4Sbf0_1020	3	3	2	2	2	0	2	topical
64	6r9LlTeTtiSBkWEy1f72MI_180	0	0	0	0	0	0	0	topical
108	1PenqqfACMAdCcryzQXOF7_60	2	2	2	2	1	1	2	known-item
75	7w1oDIDx95e1c4vOEaQQHx_900	0	0	2	0	1	0	0	topical
101	4SsTdHP8IFpTZ2jmJ8YBm3_0	0	0	0	0	0	0	0	known-item
67	3sqHbsPXpxYR4onUw2DcQu_720	0	1	2	0	1	0	0	topical
75	1WT8aftzXzAaS0VeiZuc0b_3060	1	2	2	2	2	0	2	topical
89	1YqCOZfCoY80MHV0rpHsZJ_420	3	3	2	3	2	0	3	topical
99	6dopWa8EZK7luKHQSpZKeh_900	0	0	0	0	0	0	0	known-item
75	7mNre7uqBuDxpvYFd3YPDY_0	0	0	2	3	2	0	0	topical
89	0KOA17MrMvuPgAOrsD3kzP_420	2	2	2	3	2	0	2	topical
85	3OBHWHRK3TgF5JW21JhWpw_60	3	3	3	3	3	1	3	topical
77	3sViAqxXjlB68fVgSmWn0f_720	0	1	1	0	1	0	1	topical
76	53SZvGDQq6qebrZYGXWQ39_0	1	0	1	0	1	0	1	topical
82	0EYTiGTCRte8yxRxch4Kuw_480	1	0	1	0	1	0	1	topical
107	2gTGONbACjui1oojZMjiiA_2280	1	0	0	2	0	3	0	known-item
106	0dnWgpVaVBmssSbdtJZjUc_780	2	0	2	0	0	0	0	known-item
81	0UcwtwJA0h0RmiQRS3j3mz_60	3	0	1	3	3	0	3	topical
74	5g1zEYjycwA5fm7c5tmHb7_720	1	2	2	1	1	0	1	topical
93	6PJ6e02QWqMK00vv6m8dyU_60	3	2	3	2	2	0	2	topical
99	46tIY69SNZU6zDOcW80dwo_2460	0	0	0	0	0	0	0	known-item
73	17TbTdt6PCyRxn86PdwFJv_720	3	3	3	3	2	1	3	topical
96	4RcPbVTLSo7jPkumSG7J3K_3840	0	0	1	0	1	0	0	topical
102	6y4QlbGbKs3g8uPZJ7PCQM_0	0	0	0	0	0	0	0	known-item
86	0HQqXLf1HAHcHR9YlCRgEK_1860	0	0	0	0	1	0	0	topical
92	0Qgp12X8Le33O3MWOqxHP7_240	1	0	2	0	1	0	0	topical
59	5Bcg75kh1J0wjf4CTaydiM_1140	1	2	2	2	2	0	2	topical
61	4uwa41VDJIXVSclgAILxTP_900	0	0	1	0	1	0	0	topical
88	41x8Qb3OufyQLo6SuEZoQk_480	2	2	2	2	1	0	2	topical
100	6WPQ7pclScgFRjrnZxipLE_1380	0	0	0	0	0	0	0	known-item
80	6HQRjyqarT6nXbQ4DEWGG9_600	0	0	0	0	0	0	0	topical
79	3SYtEpabY7gqCmgBkOyr78_2520	0	1	1	0	0	0	0	topical
98	15c8e5fAZt40G6BdIUiLF5_480	0	0	0	0	0	0	0	topical
64	1nGrf8GiNhVDLU4KLbeIq2_1620	0	1	2	3	1	0	1	topical
96	6RqYi3yoZE6UKCyfmueK73_0	0	0	0	0	0	0	0	topical
69	66xcf90ZUoCAOG2s2bsBrb_660	1	2	1	2	1	0	1	topical
108	7cb4aIrEZxoNRwHh9na5t9_540	0	0	1	0	1	0	0	known-item
98	4z1B5CTvzEWXYpfM3NBRbu_300	3	3	2	0	2	1	3	topical
70	0HEb9b6UpOpWAKyraemoir_900	1	0	1	0	1	0	1	topical
86	7xa2E6Fd4gTfQSZNBkRafr_2760	2	2	2	3	2	0	2	topical
104	4jgMOi54HJl8AIYzZBRuQZ_720	2	0	2	0	2	0	2	known-item
104	4pktQJjrJNF08ETtaUr3dA_1020	0	0	0	0	0	0	0	known-item
92	3XUumHIvPi9vcfWtFbCmH9_780	0	1	1	0	1	0	1	topical
85	1JxZ3rYg3prQpQMTMaNRP9_300	3	3	2	3	2	0	3	topical
100	7f6vNxuCEEEo2wbVUnIE8O_840	0	0	2	0	2	0	0	known-item
94	4xS1C8t0yehKi4tkmxXeJZ_2520	3	3	2	2	2	0	2	topical
71	4HtLk1kqvs3StHOW4QuRHE_1380	3	3	3	3	3	0	3	topical
83	515xes5Bm1wBEfzsntLAbt_1200	3	3	3	3	2	1	3	topical
64	0hMNK66nkVGaGR8e7Q27R6_1800	0	0	0	3	0	0	0	topical
80	4mFaCqo8rmAsTk7YL0Ijqv_2400	2	2	2	2	2	0	2	topical
81	7Cvch4uiEaVOwTnFAtmNrl_660	3	1	2	3	2	0	3	topical
73	2FojTmcYJrbdDQ58OdAAks_240	2	2	2	3	1	0	2	topical
76	46oTl0Qs7t8iNwbhsuxMdG_1200	0	0	0	0	0	0	0	topical
83	7A9xEbXICmgFZohxpda3DV_0	1	2	1	1	1	0	1	topical
92	2bCnUwPQSr7fBvphe1EE8Q_1920	0	1	1	0	1	0	1	topical
104	5a5cDHxXlL6WfAX9BXbpH4_60	0	0	1	0	0	0	0	known-item
95	0HRwCrW9utWAVYJM4fIhee_300	0	0	0	0	0	0	0	topical
87	1IVPAPs8la1xvPPu2O1lZG_60	2	2	2	3	2	0	2	topical
95	79cFoPsHKHkhcWMKgyDgCs_420	0	3	1	0	1	0	0	topical
68	4xjeTLceksW5aU5PsDr5zN_3900	0	0	0	0	0	0	0	topical
72	7MB7eUrzKBzc4yAPDPJJuD_360	0	0	0	0	0	0	0	topical
78	71i1hjOYqzgJzxDffs9Kl3_780	2	2	2	2	2	0	2	topical
70	34VkUNE9fXKHUssaXNG87d_900	1	2	2	3	2	0	2	topical
66	6lbbPmZkoKBIT71wLk0lkX_1740	2	2	2	2	2	0	2	topical
92	6ECXKSqKm2BfipGLFLkmxP_720	0	0	0	0	1	0	0	topical
64	6V6G56aCGTcl56QHuNxdUl_780	0	0	0	0	0	0	0	topical
92	4GvazdTP0KL0oqeQAoW9dQ_780	1	1	1	1	1	0	1	topical
83	3yXQi1ITieZWRnjwaWdmg4_60	2	3	1	2	2	0	2	topical
90	1vOvu4gZukfq8IRfudIq89_2280	2	2	2	3	2	1	2	topical
97	247gfTz0FSjSD9MoAp9UPy_420	3	3	3	2	2	3	3	topical
87	6uFN3SN5xMonqdNCKDyAZ9_300	2	1	1	2	2	1	2	topical
103	0HmOccEVmRxKbzaLwnZuzm_660	3	2	3	3	3	0	3	known-item
89	1wX6rLNkVw137W60cdrVu8_660	3	3	3	3	3	3	3	topical
98	0s3Anz0kL0NBfSHsHTthBu_1020	0	0	1	0	1	0	0	topical
99	6C0u1bCemV6DszIHcYaXSd_2880	0	0	0	0	0	0	0	known-item
80	75HBynuT1Mfga5GNADIgag_780	3	2	2	2	2	0	2	topical
70	4E29JxbzcediqgYrp7uVsT_1860	1	2	2	3	1	0	2	topical
91	7ad5r2DiMzrhFkT56uZiU5_180	0	0	0	2	1	0	0	topical
101	5atOup5WyWCmBEPl4GbP7A_180	2	2	2	3	1	0	2	known-item
72	2XWTIZC6LXXISzCurpyk1t_1560	2	2	2	2	2	0	2	topical
88	4pErOY6Bz8ntnIrvUcbzVO_600	2	3	2	3	2	0	2	topical
61	0kX3xebE1gLI2ZjMdl32eX_180	1	2	2	1	1	0	1	topical
74	3EWAXUHdDVlYP1rGqGDmKi_2340	1	2	3	1	1	0	1	topical
92	775akAlZeqQdG8TFfIwqmT_540	1	2	1	0	1	0	1	topical
71	7hCoFvtIYpaHGdK3mYk50x_840	2	3	2	3	2	0	2	topical
73	7tJ9Egqr6LLnZX8yV5rlSd_1020	3	3	2	3	2	0	3	topical
97	3UzAKy6FP5HfURJycuKfFI_2880	0	1	1	0	2	0	1	topical
86	3KI3O0wtxzMRZHBdXkXQws_300	0	0	0	0	0	0	0	topical
86	3rlxZ4lnQEAliqpicNPi07_2280	0	0	0	0	0	0	0	topical
59	7zfXWv7s1n3CUgUl6Tcx7I_1800	0	0	0	0	0	0	0	topical
86	6Tm7dIZDzcasMZaS5XFrhm_1680	1	2	1	0	1	0	1	topical
62	26QP21d3WG7C3EuL0ZXCC2_180	0	0	0	0	0	0	0	topical
99	6AOzRRXJ1Pj29EebQWJM2D_600	0	0	0	0	0	0	0	known-item
84	3nJMyHwRl462WuRGkrg8nt_480	0	2	1	3	1	0	1	topical
78	7asTDfEhjfkMPhrrAMym9L_0	2	1	2	2	2	0	2	topical
97	7nipj1Kxw7RXHPiRqjvPjL_0	1	0	0	0	0	0	0	topical
79	1Y6aGtZJWWReS0KsOTFVFe_1080	2	1	2	0	2	0	2	topical
72	6VTRg1Hm8aRnJGMZLHab9P_660	1	1	1	1	1	0	1	topical
104	3AkakkHFEaIIut0NHUCnDt_0	1	1	2	0	2	0	1	known-item
85	7Hg1ZViTpN4MfmT5ywlo2x_60	0	0	1	0	0	0	0	topical
88	0eRthQek2QiD6LFW4XS8md_600	2	2	2	2	1	1	2	topical
85	3FKMdWpQBprrVpir9mXLLJ_1020	0	0	0	0	0	0	0	topical
80	2dV2t2h1E9DoFQFWZU7CK5_3360	3	2	2	3	2	0	2	topical
106	3LWEVRWNlwqPBDzYRPfAcf_1980	2	3	2	3	3	0	3	known-item
94	6FTuR4Ez62WjD9KkqOMPRw_1440	0	0	0	0	1	0	0	topical
81	45aSXwIx3TUIy5wjNDlEOs_480	0	0	0	0	1	0	0	topical
73	7DcJOBFT94hHFjm2H5LVh3_300	1	1	2	3	1	0	1	topical
65	5vFucutXKbOwanIzL2csVG_660	1	0	1	0	1	0	1	topical
60	1UEMsKLVUnWDilEAY7nFLv_3060	0	0	0	3	1	0	0	topical
100	4c0Fn8b02ycym4Yf2QXWdF_1200	0	0	0	0	0	0	0	known-item
63	7sVSq3hpGZUHlzzD5ENlmY_3180	2	2	2	2	2	1	2	topical
78	4iCZ7fRsU3zuZlz2jtKxN0_60	2	1	3	2	2	0	2	topical
72	4hxzGgpJ8br9L0OkJgYgLY_2580	0	0	1	0	1	0	0	topical
77	7cJoriHxtF8Qc4JgWmJSOw_720	2	3	2	2	1	1	2	topical
85	68DqzsGJlQa5OewZgTe9iH_660	3	3	3	3	3	2	3	topical
107	2FxzGFVl7I5bOF3m2ng193_960	0	0	1	0	1	0	0	known-item
93	6W2vPPwuFEtzPxowE0F30K_120	2	2	2	0	1	1	2	topical
93	2g2Nb9CRTavngnUvZCxidq_180	3	2	3	3	2	0	3	topical
67	57Yssjq74a9Wv26hMRwz94_1620	0	0	0	0	0	0	0	topical
107	4SzEifePldrWHYIU2aijkK_360	0	0	0	0	0	0	0	known-item
88	6PfIpz2VXhRGWUVwhlOLD2_600	3	3	3	3	3	1	3	topical
94	56DtbL9nTECm8l4dJJ2lTF_1200	1	1	0	0	1	1	1	topical
105	5gThMM3HENKNVJ6JK7bWnj_600	3	2	2	3	2	0	2	known-item
77	1AKMe5cjcadRCc1hBo4UA8_240	3	3	2	3	3	2	3	topical
106	1R1AAsxRZGYmbebqvLQBUN_0	0	0	0	0	0	0	0	known-item
63	0ewBmVNSFLCfA6sPOXfC0F_300	0	0	0	0	0	0	0	topical
75	2w2KUmminyVn7cbfkNhJDi_2040	0	0	1	0	1	0	0	topical
81	242Zr6UVwq4zw0pwuvQpyt_2580	2	1	2	0	2	0	2	topical
90	1pcqDSp670MVrGwojKxX2V_1320	0	0	0	0	1	0	0	topical
76	7sHRU65Pns9ULeuxtEVErJ_540	0	0	0	0	0	0	0	topical
59	3touboUOGIdNulgq3c9Xw0_780	3	2	2	2	2	1	2	topical
108	7p5hqvN65ZobF3YXIBg2yr_840	0	1	1	0	1	0	1	known-item
65	21Bb5vR70IGTbKBkSWhvap_2220	0	3	3	2	1	0	3	topical
72	6AVkhIgK8f4fyggHm94ari_2460	3	2	2	2	2	1	2	topical
90	7wPBdj1t8sH6f1loFAoft9_1380	0	0	0	0	1	0	0	topical
82	4jsSkU9te5D3syO3DGPIpj_120	3	3	3	2	3	0	3	topical
72	4N7q4eFjC7UZKCyRJlksh4_540	1	0	0	2	0	0	0	topical
82	11iBcEbaB0eGhDuamiHDZn_2700	1	1	2	0	1	0	1	topical
85	3c4fpOBg7wwOsa0RsWvkyS_780	3	3	3	3	3	0	3	topical
70	5r10aFJ5mPljFPLY8WTf6M_660	3	2	2	2	2	0	2	topical
85	4JU9ANmN6uopfosaczKaQD_1740	2	3	2	3	3	0	3	topical
72	5rWZWEJwPP0aDWylpD7qvz_180	3	2	2	2	2	1	2	topical
84	1XyZiyevH79vnnLuLozyay_0	1	2	2	0	1	0	2	topical
104	2ImQUJd5aUSEFxqeOHBjGK_300	0	0	0	0	0	0	0	known-item
98	5G67iMIvyx9MUqpB0O5xZc_3060	0	2	1	0	1	0	0	topical
76	0Uv5dryKxeBOJ3gXI4pRBB_540	0	1	0	0	1	0	0	topical
85	7KbROQoepzgSpkJacT6FlF_480	2	3	3	3	2	0	3	topical
101	3wYFK6nPq0uIAM1upQGxoi_120	0	0	0	0	0	0	0	known-item
68	0Mokv0jqASLuGS9ECipWSu_120	1	1	1	2	2	0	1	topical
96	4eVodUDIi6A3oDtJKyYgUA_960	0	0	0	1	0	1	0	topical
83	0e8rzgX2lD0Zn8munTpLaT_960	0	0	0	0	0	0	0	topical
87	10TwDwX8TmsNxSyoOZHUYl_4800	0	0	0	0	0	0	0	topical
84	0HlssygYpoiZSAmq0Ncgv0_2220	0	0	1	3	1	0	0	topical
78	2tMfCLKi5zZLxoFm8lEADK_2460	0	1	0	0	1	0	0	topical
67	7jwbEJdB2bd6DUii2PI9Fm_420	3	2	2	3	2	2	2	topical
59	2gPQmx3KJUIXFB622hYE47_0	1	2	2	0	1	0	2	topical
96	6yvCzRCphjtUl80DAybUTQ_1860	1	0	1	1	1	0	1	topical
78	4NGYgAQhQzg0nT2VA3RAm6_3120	3	3	3	3	2	1	3	topical
93	0gi4okmjM03v6vZGRMolDs_1440	1	1	2	0	1	0	1	topical
72	1CWgLOPRSinqStogtTwcWg_480	3	1	2	1	2	0	1	topical
95	5q3MXl6jjtuX2pPJf5Vnep_1080	0	0	2	0	0	0	0	topical
95	0YSxrHakeLlbWu4rG4PPVr_60	0	0	0	0	0	0	0	topical
61	3ZpMKqsT2AgxiBwq6XzoSY_0	2	3	2	3	3	1	3	topical
74	4OWpCYEhZGZn74GSG1a2lG_1740	1	1	2	1	1	0	1	topical
94	6hCccHkUXUNpjp7bbfk9zZ_420	1	1	1	0	1	0	1	topical
108	3Q5WRwym3dWmwbfyDpGAZv_2580	0	1	1	0	1	0	1	known-item
90	5K3xWu5XIMilAclXr6ahdI_240	0	0	1	3	1	0	0	topical
100	33Gg7ZmRbuj3CffxXV5U9p_0	0	0	0	0	0	0	0	known-item
64	26zTk9DFnjUkwsag7S7wfN_2640	1	0	2	0	1	0	0	topical
89	1MsvhZVKt9Bs7RXnMFaEyB_780	1	2	2	3	2	0	2	topical
107	5GfQaE96VTV3K1e9PgeuG6_240	0	0	0	0	0	0	0	known-item
99	6kaFnEyaQFonnDd2aXGhlD_0	0	0	2	0	0	0	0	known-item
85	6aJonWNXVQtf07JqJBIa2O_840	1	3	2	3	2	1	3	topical
61	3dGLDxL8hkM9jgnf7HaPk1_1140	0	0	2	0	2	0	0	topical
104	7FKxlfKGikUZg3Sf9hEoX5_3060	0	0	0	0	0	1	0	known-item
93	7t3D7lICRkqFu1Or5rPfhL_1500	3	2	2	2	2	1	2	topical
96	1I2nvR3AtGYLLHwsSjVDpV_1260	1	1	1	1	1	1	1	topical
94	1CGmyAWjcsK4ojLVVBXF0C_1740	3	3	2	3	2	0	3	topical
73	1eEqvR7XX9qkNjp0EJhG1u_1260	3	3	2	3	2	0	3	topical
67	0335LJKnyWijUYHYntsTc1_0	0	0	0	0	0	0	0	topical
60	5S391P9JyYtiG6JI5jCLac_1560	1	2	1	2	1	0	1	topical
59	6KXIxlxJ0EzAzQpLUnpvZl_2160	0	0	0	0	0	0	0	topical
59	0Zog5rnH42oCgnuaAUDMfW_2460	0	0	1	0	1	0	0	topical
89	54dxE3DVBVqIo31m0VPJsi_0	0	1	2	0	1	0	0	topical
90	29ziTIQASgdx1KOKYKqcWb_2340	3	3	3	3	3	2	3	topical
65	2qnq4dx6bTCPh01ZH54ZBN_1800	2	3	2	3	2	0	2	topical
74	0hKvNlkScVZMQexxUc63AE_240	3	3	2	2	2	0	2	topical
90	0W6xtfmP5eSksnFbZQhPQv_420	0	0	1	0	0	0	0	topical
77	6w7hB6kOmwQaQmpCRnwJiO_3300	0	0	1	0	1	0	0	topical
83	1JnotJX1avRa2OVFT3Pq2r_0	1	0	1	3	1	0	1	topical
60	1o57vx1rtn7VNLFghne8Xx_1620	1	0	0	2	1	0	0	topical
97	5v72YVZfC8ylBusFDtp1nl_0	1	2	2	3	1	0	2	topical
86	4Vl4xwTrScUvY9AqWGvcAU_900	0	0	0	0	0	0	0	topical
95	1KSEvGvZQLCgZXJOjruT21_1260	0	0	0	0	0	0	0	topical
90	5BwKrzfSkNzl3vCH0QxQpR_1740	1	0	2	3	2	0	2	topical
80	75HBynuT1Mfga5GNADIgag_1020	3	2	2	2	2	2	2	topical
83	1Zn5qKjBuEjIUxgrwv8WxX_2940	0	0	0	0	0	0	0	topical
85	1QJXrnB7a721eFf10e8qba_2280	0	1	0	2	1	0	0	topical
82	0EYTiGTCRte8yxRxch4Kuw_960	2	2	2	2	2	0	2	topical
100	3frBP6IkhwtiANuluP1MTE_600	0	0	0	0	0	0	0	known-item
73	0aZSev6xgxt5l4ujqPaJma_1320	3	3	2	3	2	2	3	topical
94	7alSqWIl0VbjFeHDZrGVaH_540	3	1	2	3	2	0	3	topical
83	7A9xEbXICmgFZohxpda3DV_60	1	1	1	1	1	0	1	topical
89	3gfILMRw1lu5Afq8nX9Uz2_60	2	2	2	3	1	3	2	topical
91	6h08NwZShQRUvyRqwIscEi_180	0	0	0	1	0	0	0	topical
107	3Hjk1aktfaIjue8xdsPKBc_660	0	0	0	0	0	0	0	known-item
99	3oVkJ0TL53tMisbTh2ORqe_3300	0	0	0	0	0	0	0	known-item
71	1cM0bUhLClUiwf2I2XJoWK_2280	2	0	2	0	2	0	2	topical
66	3IW9BvegHxIazuQcK7lukA_300	1	1	1	0	1	0	1	topical
72	3C6RZWnLm1V4qvEqRTOTU8_480	0	0	0	0	0	0	0	topical
100	395kUvTaO6t7ROWYXhbgiS_0	0	0	0	0	0	0	0	known-item
96	1Xtw0Jk627ALw6u383oo60_1080	0	0	0	0	0	0	0	topical
63	0dP4cnXf54sCNqs1MAuALL_360	1	1	2	2	1	0	1	topical
104	41yTmSHV80LW1tv1EQtTC7_120	0	2	1	2	2	0	2	known-item
81	0RvHeXV6TnIEiyaY1giKO5_1080	3	3	2	3	2	0	3	topical
73	1UhLiTpZJ9NfShpmwloAPw_960	2	2	2	3	2	1	2	topical
100	4yGpM8cY2yXuofnJXwdkpm_1080	0	0	0	0	0	0	0	known-item
70	6ssxMmGjfbQL1WTQqW60W0_2340	2	2	2	2	2	1	2	topical
91	3p9kTvNwsfz5Vum83TNAdj_780	1	1	2	3	0	0	1	topical
74	6M8HF4gpk9gdXcrBlr7FMs_420	2	1	1	0	1	0	1	topical
92	1mH2X6OeJAm68km47STiB1_1620	0	0	0	0	1	0	0	topical
83	0KC4SAyeqtFNtltoxsAWKe_1680	1	0	2	0	1	0	0	topical
89	05TWA5ciGiwNaZQNi8mU7Z_0	2	3	2	3	1	3	2	topical
84	2gVGCF8zUEUzdwqr96d18A_3180	0	1	1	0	0	0	0	topical
80	62wDjeALwEESSi95FCRo7f_720	1	2	1	3	2	0	1	topical
69	1Oaz6ViJHamjWnq49WUvK0_2040	2	1	2	0	1	0	2	topical
62	5fyJk5x020hTJgw96N1klK_1980	0	0	1	0	0	0	0	topical
93	5vnLDevyU95PWipBDggfjR_2700	2	0	2	0	0	0	0	topical
88	7dFZoji9vCeeedsoQo0hNT_1860	3	3	3	3	2	1	3	topical
97	0NQS3qcEqRd407Maa3XsCn_660	1	3	1	0	1	0	1	topical
